id,code,url,url_en,url_image,url_thumb,title,title_en,pref_code,pref,pref_en,author,author_en,authorurl,authorurl_en,license,award,count_view,count_download,Geo3x3,camera,date_shot,iso,exposure_time,exposure_bias,lens_f,lens,whiteblance,focus_length
69,3gLOH,https://find47.jp/ja/i/3gLOH,https://find47.jp/en/i/3gLOH,https://find47.jp/ja/i/3gLOH/image_file,https://find47.jp/ja/i/3gLOH/image_file?type=thumb,八塔寺,Hattoji Temple Okayama,33,岡山県,Okayama,備前市,Bizen City,,,https://creativecommons.org/licenses/by/4.0/,,1077,4507,E91372497297111353,,,,,,,,,
153,nExts,https://find47.jp/ja/i/nExts,https://find47.jp/en/i/nExts,https://find47.jp/ja/i/nExts/image_file,https://find47.jp/ja/i/nExts/image_file?type=thumb,夏の気配,The sign of the summer Okayama,33,岡山県,Okayama,Iris_misaka,Iris_misaka,https://app.find47.jp/ja/u/FRqup,https://app.find47.jp/en/u/FRqup,https://creativecommons.org/licenses/by/4.0/,,538,3038,E91374252968337941,FUJIFILM X100T,2017-06-18 18:47:10 +0900,200,1/250,0,5.6,,,
172,LLLvK,https://find47.jp/ja/i/LLLvK,https://find47.jp/en/i/LLLvK,https://find47.jp/ja/i/LLLvK/image_file,https://find47.jp/ja/i/LLLvK/image_file?type=thumb,天空の城,Castle in the sky Okayama,33,岡山県,Okayama,taka14,taka14,https://app.find47.jp/ja/u/xAcoR,https://app.find47.jp/en/u/xAcoR,https://creativecommons.org/licenses/by/4.0/,potw,1450,2390,E91371542499337285,,2017-10-27 07:16:51 +0900,,,,,,,
204,MgdXc,https://find47.jp/ja/i/MgdXc,https://find47.jp/en/i/MgdXc,https://find47.jp/ja/i/MgdXc/image_file,https://find47.jp/ja/i/MgdXc/image_file?type=thumb,天空の城,Castle in the sky Okayama,33,岡山県,Okayama,SUN,SUN,https://app.find47.jp/ja/u/mnM9Z,https://app.find47.jp/en/u/mnM9Z,https://creativecommons.org/licenses/by/4.0/,,634,3828,E91371545662676137,NIKON CORPORATION NIKON D750,2016-01-01 09:38:34 +0900,100,1/800,0,8.0,AF-S NIKKOR 24-70mm f/2.8E ED VR,Auto1,70 mm
237,ZmExU,https://find47.jp/ja/i/ZmExU,https://find47.jp/en/i/ZmExU,https://find47.jp/ja/i/ZmExU/image_file,https://find47.jp/ja/i/ZmExU/image_file?type=thumb,雲の河,River of cloud Okayama,33,岡山県,Okayama,Iris_misaka,Iris_misaka,https://app.find47.jp/ja/u/FRqup,https://app.find47.jp/en/u/FRqup,https://creativecommons.org/licenses/by/4.0/,,225,3032,E91374247163271117,FUJIFILM X100T,2017-06-09 04:53:28 +0900,200,1/60,0,2.8,,Kelvin,
238,wzztd,https://find47.jp/ja/i/wzztd,https://find47.jp/en/i/wzztd,https://find47.jp/ja/i/wzztd/image_file,https://find47.jp/ja/i/wzztd/image_file?type=thumb,水田に映る蒜山,Hiruzen which suits a rice paddy Okayama,33,岡山県,Okayama,Iris_misaka,Iris_misaka,https://app.find47.jp/ja/u/FRqup,https://app.find47.jp/en/u/FRqup,https://creativecommons.org/licenses/by/4.0/,,434,3348,E91374253777128255,FUJIFILM X100T,2017-06-02 15:58:05 +0900,200,1/1000,0,7.1,,Kelvin,
393,pUAoz,https://find47.jp/ja/i/pUAoz,https://find47.jp/en/i/pUAoz,https://find47.jp/ja/i/pUAoz/image_file,https://find47.jp/ja/i/pUAoz/image_file?type=thumb,弥高山の初日の出,First sunrise at mount Yataka Okayama,33,岡山県,Okayama,SUN,SUN,https://app.find47.jp/ja/u/mnM9Z,https://app.find47.jp/en/u/mnM9Z,https://creativecommons.org/licenses/by/4.0/,,518,1715,E91371416913359324,NIKON CORPORATION NIKON D750,2016-01-01 07:15:59 +0900,100,1/40,0,8.0,AF-S NIKKOR 70-200mm f/4G ED VR,Auto1,200 mm
405,PN3vO,https://find47.jp/ja/i/PN3vO,https://find47.jp/en/i/PN3vO,https://find47.jp/ja/i/PN3vO/image_file,https://find47.jp/ja/i/PN3vO/image_file?type=thumb,日本一の桜 醍醐桜,Cherry Blossoms Daigo Zakura Okayama,33,岡山県,Okayama,taka14,taka14,https://app.find47.jp/ja/u/xAcoR,https://app.find47.jp/en/u/xAcoR,https://creativecommons.org/licenses/by/4.0/,,1140,2029,E91371867132346161,Canon Canon EOS M3,2017-04-14 20:28:38 +0900,200,62.1,0,10.0,EF-M55-200mm f/4.5-6.3 IS STM,Manual,
439,1IlD1,https://find47.jp/ja/i/1IlD1,https://find47.jp/en/i/1IlD1,https://find47.jp/ja/i/1IlD1/image_file,https://find47.jp/ja/i/1IlD1/image_file?type=thumb,鷲羽山から眺む,View from Mt.Washu Okayama,33,岡山県,Okayama,E0170,E0170,https://app.find47.jp/ja/u/ktU1a,https://app.find47.jp/en/u/ktU1a,https://creativecommons.org/licenses/by/4.0/,,419,1976,E91347899815255525,Apple iPhone 6,2014-11-18 14:51:00 +0900,32,1/7937,0,2.2,Apple iPhone 6 back camera 4.15mm f/2.2,Auto,29 mm
480,EcXYm,https://find47.jp/ja/i/EcXYm,https://find47.jp/en/i/EcXYm,https://find47.jp/ja/i/EcXYm/image_file,https://find47.jp/ja/i/EcXYm/image_file?type=thumb,水島コンビナートの工場夜景,Night view of the industrial plant in Mizushima Okayama,33,岡山県,Okayama,Yudai_photography,Yudai_photography,https://app.find47.jp/ja/u/jjFeU,https://app.find47.jp/en/u/jjFeU,https://creativecommons.org/licenses/by/4.0/,,586,3350,E91371238514748292,"RICOH IMAGING COMPANY, LTD. PENTAX K-1",2017-08-26 22:15:41 +0900,200,10,0.3,10.0,Tamron SP AF 70-200mm F2.8 Di LD [IF] Macro,Manual,200 mm
481,s8i1I,https://find47.jp/ja/i/s8i1I,https://find47.jp/en/i/s8i1I,https://find47.jp/ja/i/s8i1I/image_file,https://find47.jp/ja/i/s8i1I/image_file?type=thumb,倉敷美観地区の夜景,The night view in Kurashiki Okayama,33,岡山県,Okayama,Yudai_photography,Yudai_photography,https://app.find47.jp/ja/u/jjFeU,https://app.find47.jp/en/u/jjFeU,https://creativecommons.org/licenses/by/4.0/,,626,3297,E91371267669223584,"RICOH IMAGING COMPANY, LTD. PENTAX K-1",2017-08-26 20:09:53 +0900,200,15,-0.3,10.0,,Auto,37 mm
730,MiJOS,https://find47.jp/ja/i/MiJOS,https://find47.jp/en/i/MiJOS,https://find47.jp/ja/i/MiJOS/image_file,https://find47.jp/ja/i/MiJOS/image_file?type=thumb,津山城跡（鶴山公園）の桜,Tsuyama Castle Okayama,33,岡山県,Okayama,toppo,toppo,https://app.find47.jp/ja/u/bQsFL,https://app.find47.jp/en/u/bQsFL,https://creativecommons.org/licenses/by/4.0/,,298,1681,E91371964853419914,NIKON D40X,,800,1/1250,0,f 10,NIKKOR 18~55mm,AUTO,40mm
1119,dn1eo,https://find47.jp/ja/i/dn1eo,https://find47.jp/en/i/dn1eo,https://find47.jp/ja/i/dn1eo/image_file,https://find47.jp/ja/i/dn1eo/image_file?type=thumb,児島 宇野津の棚田,Kojima  Unotsu of rice terraces. Okayama,33,岡山県,Okayama,rikky_photography,rikky_photography,https://app.find47.jp/ja/u/CkKbQ,https://app.find47.jp/en/u/CkKbQ,https://creativecommons.org/licenses/by/4.0/,potw,470,2383,E91371238112646741,SONY SLT-A65V,2018-07-21 16:44:06 +0900,100,1/500,0,7.1,DT 16-50mm F2.8 SSM,Manual,75 mm
