id,code,url,url_en,url_image,url_thumb,title,title_en,pref_code,pref,pref_en,author,author_en,authorurl,authorurl_en,license,award,count_view,count_download,Geo3x3,camera,date_shot,iso,exposure_time,exposure_bias,lens_f,lens,whiteblance,focus_length
63,ggZyM,https://find47.jp/ja/i/ggZyM,https://find47.jp/en/i/ggZyM,https://find47.jp/ja/i/ggZyM/image_file,https://find47.jp/ja/i/ggZyM/image_file?type=thumb,紅葉渓庭園,Momijidani Teien Garden Wakayama,30,和歌山県,Wakayama,和歌山市,Wakayama City,,,https://creativecommons.org/licenses/by/4.0/,,1075,2870,E91349824363731864,,,,,,,,,
64,aHs1x,https://find47.jp/ja/i/aHs1x,https://find47.jp/en/i/aHs1x,https://find47.jp/ja/i/aHs1x/image_file,https://find47.jp/ja/i/aHs1x/image_file?type=thumb,有田みかんの山,Mount Arida mandarin orange Wakayama,30,和歌山県,Wakayama,有田市,Arida City,,,https://creativecommons.org/licenses/by/4.0/,,1370,5478,E91349554773885958,,,,,,,,,
499,XWBMC,https://find47.jp/ja/i/XWBMC,https://find47.jp/en/i/XWBMC,https://find47.jp/ja/i/XWBMC/image_file,https://find47.jp/ja/i/XWBMC/image_file?type=thumb,高野山　壇上伽藍,Koyasan　Danjo Garan Wakayama,30,和歌山県,Wakayama,Yudai_photography,Yudai_photography,https://app.find47.jp/ja/u/jjFeU,https://app.find47.jp/en/u/jjFeU,https://creativecommons.org/licenses/by/4.0/,,399,3044,E91357711691638563,PENTAX PENTAX K-5 II,2016-09-01 12:00:22 +0900,200,1/200,0,9.0,Sigma or Tamron Lens,Auto,22 mm
501,X7ewX,https://find47.jp/ja/i/X7ewX,https://find47.jp/en/i/X7ewX,https://find47.jp/ja/i/X7ewX/image_file,https://find47.jp/ja/i/X7ewX/image_file?type=thumb,橋杭岩の朝日,Sun rise at Hashiguiiwa Wakayama,30,和歌山県,Wakayama,Yudai_photography,Yudai_photography,https://app.find47.jp/ja/u/jjFeU,https://app.find47.jp/en/u/jjFeU,https://creativecommons.org/licenses/by/4.0/,,1216,4750,E91354736317385211,"RICOH IMAGING COMPANY, LTD. PENTAX K-1",2018-03-30 06:11:59 +0900,100,1/4,-0.7,16.0,,Manual,39 mm
504,rXV6v,https://find47.jp/ja/i/rXV6v,https://find47.jp/en/i/rXV6v,https://find47.jp/ja/i/rXV6v/image_file,https://find47.jp/ja/i/rXV6v/image_file?type=thumb,海金剛,Umi-Kongou Wakayama,30,和歌山県,Wakayama,Yudai_photography,Yudai_photography,https://app.find47.jp/ja/u/jjFeU,https://app.find47.jp/en/u/jjFeU,https://creativecommons.org/licenses/by/4.0/,,353,4138,E91354812356784498,"RICOH IMAGING COMPANY, LTD. PENTAX K-1",2018-03-30 07:33:29 +0900,200,1/80,-0.3,10.0,,Manual,48 mm
517,A5qaa,https://find47.jp/ja/i/A5qaa,https://find47.jp/en/i/A5qaa,https://find47.jp/ja/i/A5qaa/image_file,https://find47.jp/ja/i/A5qaa/image_file?type=thumb,新宮の御燈祭,Kumano Oto Festival Wakayama,30,和歌山県,Wakayama,panpanzupan,panpanzupan,https://app.find47.jp/ja/u/mNaFF,https://app.find47.jp/en/u/mNaFF,https://creativecommons.org/licenses/by/4.0/,qa,1112,4158,E91357231937338127,NIKON D4,2016-02-06 19:59:06 +0900,50,8,-1,20.0,,Auto,135 mm
518,EchSl,https://find47.jp/ja/i/EchSl,https://find47.jp/en/i/EchSl,https://find47.jp/ja/i/EchSl/image_file,https://find47.jp/ja/i/EchSl/image_file?type=thumb,新宮の御燈祭,Kumano Oto Festival Wakayama,30,和歌山県,Wakayama,panpanzupan,panpanzupan,https://app.find47.jp/ja/u/mNaFF,https://app.find47.jp/en/u/mNaFF,https://creativecommons.org/licenses/by/4.0/,,422,3252,E91357231937338127,NIKON D4,2016-02-06 19:48:17 +0900,2000,1/320,-1,4.0,,Auto,70 mm
519,t5MU6,https://find47.jp/ja/i/t5MU6,https://find47.jp/en/i/t5MU6,https://find47.jp/ja/i/t5MU6/image_file,https://find47.jp/ja/i/t5MU6/image_file?type=thumb,新宮の御燈祭,Kumano Oto Festival Wakayama,30,和歌山県,Wakayama,panpanzupan,panpanzupan,https://app.find47.jp/ja/u/mNaFF,https://app.find47.jp/en/u/mNaFF,https://creativecommons.org/licenses/by/4.0/,,361,3112,E91357231937338127,NIKON D4,2016-02-06 19:44:40 +0900,4000,1/125,-1,4.0,,Auto,112 mm
520,jwR92,https://find47.jp/ja/i/jwR92,https://find47.jp/en/i/jwR92,https://find47.jp/ja/i/jwR92/image_file,https://find47.jp/ja/i/jwR92/image_file?type=thumb,新宮の御燈祭,Kumano Oto Festival Wakayama,30,和歌山県,Wakayama,panpanzupan,panpanzupan,https://app.find47.jp/ja/u/mNaFF,https://app.find47.jp/en/u/mNaFF,https://creativecommons.org/licenses/by/4.0/,,233,3125,E91357231937338127,NIKON D4,2016-02-06 20:01:54 +0900,50,13,0,16.0,,Manual,58 mm
550,wJVgw,https://find47.jp/ja/i/wJVgw,https://find47.jp/en/i/wJVgw,https://find47.jp/ja/i/wJVgw/image_file,https://find47.jp/ja/i/wJVgw/image_file?type=thumb,朝焼けの橋杭岩,A morning glow of hashigui-iwa Wakayama,30,和歌山県,Wakayama,photonakazy,photonakazy,https://app.find47.jp/ja/u/RplGu,https://app.find47.jp/en/u/RplGu,https://creativecommons.org/licenses/by/4.0/,,286,2459,E91354736349855644,NIKON CORPORATION NIKON D850,2018-04-27 05:16:39 +0900,320,1/200,0,10.0,16.0-35.0 mm f/4.0,Manual,35 mm
