id,code,url,url_en,url_image,url_thumb,title,title_en,pref_code,pref,pref_en,author,author_en,authorurl,authorurl_en,license,award,count_view,count_download,Geo3x3,camera,date_shot,iso,exposure_time,exposure_bias,lens_f,lens,whiteblance,focus_length
27,uWtSH,https://find47.jp/ja/i/uWtSH,https://find47.jp/en/i/uWtSH,https://find47.jp/ja/i/uWtSH/image_file,https://find47.jp/ja/i/uWtSH/image_file?type=thumb,夏の宵,"""A Summer Evening"", Shirasagi Forest Park Niigata",15,新潟県,Niigata,伊東 周平,Shuhei Ito,,,https://creativecommons.org/licenses/by/4.0/,,1361,4692,E91635267896451456,,,,,,,,,
28,7bSri,https://find47.jp/ja/i/7bSri,https://find47.jp/en/i/7bSri,https://find47.jp/ja/i/7bSri/image_file,https://find47.jp/ja/i/7bSri/image_file?type=thumb,彌彦神社 相撲場,"Sumo Ring, Yahiko-jinja Shrine Niigata",15,新潟県,Niigata,弥彦村,Yahiko Village,,,https://creativecommons.org/licenses/by/4.0/,,670,4616,E91635516769134942,,,,,,,,,
29,lyFRl,https://find47.jp/ja/i/lyFRl,https://find47.jp/en/i/lyFRl,https://find47.jp/ja/i/lyFRl/image_file,https://find47.jp/ja/i/lyFRl/image_file?type=thumb,若林邸,Wakabayashi-tei House Niigata,15,新潟県,Niigata,村上市,Murakami City,,,https://creativecommons.org/licenses/by/4.0/,,1078,5007,E91639139746811291,,,,,,,,,
30,d4Xhy,https://find47.jp/ja/i/d4Xhy,https://find47.jp/en/i/d4Xhy,https://find47.jp/ja/i/d4Xhy/image_file,https://find47.jp/ja/i/d4Xhy/image_file?type=thumb,お茶摘み,Tea Leaves Picking Niigata,15,新潟県,Niigata,村上市,Murakami City,,,https://creativecommons.org/licenses/by/4.0/,,905,4488,E91639138914721864,,,,,,,,,
182,1gBz1,https://find47.jp/ja/i/1gBz1,https://find47.jp/en/i/1gBz1,https://find47.jp/ja/i/1gBz1/image_file,https://find47.jp/ja/i/1gBz1/image_file?type=thumb,北沢浮遊選鉱場跡（佐渡島）,KITAZAWA Industrial ruins（Sadoisland） Niigata,15,新潟県,Niigata,Yoshiyuki_Ito,Yoshiyuki_Ito,https://app.find47.jp/ja/u/ZSUKP,https://app.find47.jp/en/u/ZSUKP,https://creativecommons.org/licenses/by/4.0/,potw,1911,5886,E91634865994559145,SONY ILCE-7RM2,2017-05-05 01:37:27 +0900,2000,30,0,4.0,FE 16-35mm F4 ZA OSS,Manual,16 mm
1298,sFn9j,https://find47.jp/ja/i/sFn9j,https://find47.jp/en/i/sFn9j,https://find47.jp/ja/i/sFn9j/image_file,https://find47.jp/ja/i/sFn9j/image_file?type=thumb,佐渡島、万畳敷,"Sado-shima island, Manjojiki Niigata",15,新潟県,Niigata,Roys,Roys,https://app.find47.jp/ja/u/LDKe0,https://app.find47.jp/en/u/LDKe0,https://creativecommons.org/licenses/by/4.0/,,132,1919,E91634591699181584,Apple iPhone 8,2018-12-22 08:38:04 +0900,20,1/1656,0,1.8,Apple iPhone 8 back camera 3.99mm f/1.8,Auto,28 mm
1493,2mNJ5,https://find47.jp/ja/i/2mNJ5,https://find47.jp/en/i/2mNJ5,https://find47.jp/ja/i/2mNJ5/image_file,https://find47.jp/ja/i/2mNJ5/image_file?type=thumb,夕靄の日本海,Hiyoriyama coast Niigata,15,新潟県,Niigata,nao_knd,nao_knd,https://app.find47.jp/ja/u/asXZe,https://app.find47.jp/en/u/asXZe,https://creativecommons.org/licenses/by/4.0/,,185,973,E91635915146496611,NIKON CORPORATION NIKON D7200,2019-05-10 18:27:20 +0900,100,1/125,0,8.0,70.0-200.0 mm f/2.8,Auto,262 mm
2088,dOY9d,https://find47.jp/ja/i/dOY9d,https://find47.jp/en/i/dOY9d,https://find47.jp/ja/i/dOY9d/image_file,https://find47.jp/ja/i/dOY9d/image_file?type=thumb,冬の日本海,Winter sea of Japan Niigata,15,新潟県,Niigata,Michio_Matsuoka,Michio_Matsuoka,https://app.find47.jp/ja/u/MjWGB,https://app.find47.jp/en/u/MjWGB,https://creativecommons.org/licenses/by/4.0/,,62,999,E91639137525447659,PENTAX KP,2019/12/31,200,60sec.,-0.7,f8.0,HD PENTAX-DA16-85㎜ F3.5-5.6 ED DC WR,電球色蛍光灯,16㎜
2093,e8Sl9,https://find47.jp/ja/i/e8Sl9,https://find47.jp/en/i/e8Sl9,https://find47.jp/ja/i/e8Sl9/image_file,https://find47.jp/ja/i/e8Sl9/image_file?type=thumb,冬の日本海,Winter sea of Japan Niigata,15,新潟県,Niigata,Michio_Matsuoka,Michio_Matsuoka,https://app.find47.jp/ja/u/MjWGB,https://app.find47.jp/en/u/MjWGB,https://creativecommons.org/licenses/by/4.0/,potw,93,1044,E91639137524693118,PENTAX KP,2019/12/31,200,"60""",-0.7,f8.0,HD PENTAX-DA16-85㎜ F3.5-5.6 ED DC WR,電球色蛍光灯,16㎜
3256,SWtLh,https://find47.jp/ja/i/SWtLh,https://find47.jp/en/i/SWtLh,https://find47.jp/ja/i/SWtLh/image_file,https://find47.jp/ja/i/SWtLh/image_file?type=thumb,美人林,Bijinbayashi Niigata,15,新潟県,Niigata,Yasuyuki_Kawano,Yasuyuki_Kawano,https://app.find47.jp/ja/u/hB2HX,https://app.find47.jp/en/u/hB2HX,https://creativecommons.org/licenses/by/4.0/,,31,170,E91632481944585628,Canon Canon EOS 5D Mark II,2020-03-07 13:10:36 +0900,100,1/125,0,11.0,EF24-105mm f/4L IS USM,Auto,
3257,cEUXv,https://find47.jp/ja/i/cEUXv,https://find47.jp/en/i/cEUXv,https://find47.jp/ja/i/cEUXv/image_file,https://find47.jp/ja/i/cEUXv/image_file?type=thumb,清津峡トンネル,Kiyotsu Gorge Tunnel Niigata,15,新潟県,Niigata,Yasuyuki_Kawano,Yasuyuki_Kawano,https://app.find47.jp/ja/u/hB2HX,https://app.find47.jp/en/u/hB2HX,https://creativecommons.org/licenses/by/4.0/,,82,195,E91632436914338842,Canon Canon EOS 5D Mark II,2020-03-07 11:32:01 +0900,100,1/125,0,11.0,EF24-105mm f/4L IS USM,Auto,
3446,U2czp,https://find47.jp/ja/i/U2czp,https://find47.jp/en/i/U2czp,https://find47.jp/ja/i/U2czp/image_file,https://find47.jp/ja/i/U2czp/image_file?type=thumb,福島潟の朝露,Morning dew in Fukushimagata Niigata,15,新潟県,Niigata,shozzy,shozzy,https://app.find47.jp/ja/u/OcyO8,https://app.find47.jp/en/u/OcyO8,https://creativecommons.org/licenses/by/4.0/,,26,3,E91635933528755735,SONY ILCE-7SM2,2021-02-01 07:49:26 +0900,80,1/640,0.7,8.0,FE 24-240mm F3.5-6.3 OSS,Auto,42 mm
3806,OBAtn,https://find47.jp/ja/i/OBAtn,https://find47.jp/en/i/OBAtn,https://find47.jp/ja/i/OBAtn/image_file,https://find47.jp/ja/i/OBAtn/image_file?type=thumb,彩の森,Colorful forest Niigata,15,新潟県,Niigata,wasiken,wasiken,https://app.find47.jp/ja/u/CeiBt,https://app.find47.jp/en/u/CeiBt,https://creativecommons.org/licenses/by/4.0/,,0,2,E91639283595429669,NIKON CORPORATION NIKON D750,2021-10-31 09:35:02 +0900,500,1/40,0,11.0,24.0-120.0 mm f/4.0,Manual,24 mm
3822,byOBJ,https://find47.jp/ja/i/byOBJ,https://find47.jp/en/i/byOBJ,https://find47.jp/ja/i/byOBJ/image_file,https://find47.jp/ja/i/byOBJ/image_file?type=thumb,暗闇の彼方から,From beyond the darkness Niigata,15,新潟県,Niigata,wasiken,wasiken,https://app.find47.jp/ja/u/CeiBt,https://app.find47.jp/en/u/CeiBt,https://creativecommons.org/licenses/by/4.0/,,19,22,E91639163947156367,NIKON CORPORATION NIKON D750,2021-11-29 06:53:16 +0900,320,1/500,0,14.0,24.0-120.0 mm f/4.0,Manual,24 mm
