id,code,url,url_en,url_image,url_thumb,title,title_en,pref_code,pref,pref_en,author,author_en,authorurl,authorurl_en,license,award,count_view,count_download,Geo3x3,camera,date_shot,iso,exposure_time,exposure_bias,lens_f,lens,whiteblance,focus_length
46,4Rb4E,https://find47.jp/ja/i/4Rb4E,https://find47.jp/en/i/4Rb4E,https://find47.jp/ja/i/4Rb4E/image_file,https://find47.jp/ja/i/4Rb4E/image_file?type=thumb,修善寺温泉街,Shuzenji Onsen Town Shizuoka,22,静岡県,Shizuoka,伊豆市,Izu City,,,https://creativecommons.org/licenses/by/4.0/,,2017,5967,E91392834181539295,,,,,,,,,
47,MPFYH,https://find47.jp/ja/i/MPFYH,https://find47.jp/en/i/MPFYH,https://find47.jp/ja/i/MPFYH/image_file,https://find47.jp/ja/i/MPFYH/image_file?type=thumb,駿河湾,Suruga Bay Shizuoka,22,静岡県,Shizuoka,伊豆市,Izu City,,,https://creativecommons.org/licenses/by/4.0/,,2450,3225,E91392717787519822,,,,,,,,,
202,orFqQ,https://find47.jp/ja/i/orFqQ,https://find47.jp/en/i/orFqQ,https://find47.jp/ja/i/orFqQ/image_file,https://find47.jp/ja/i/orFqQ/image_file?type=thumb,由比漁港桜えび漁船の出港,"Departure of Sakura shrimp's fishing boats from Yui Fishing Port,Shizuoka. Shizuoka",22,静岡県,Shizuoka,AyaKatase,AyaKatase,https://app.find47.jp/ja/u/XDGY6,https://app.find47.jp/en/u/XDGY6,https://creativecommons.org/licenses/by/4.0/,,372,4104,E91392748841118195,Canon Canon EOS 7D Mark II,2017-03-23 16:27:30 +0900,100,1/320,0,9.0,EF24-70mm f/4L IS USM,Manual,
217,jn0zP,https://find47.jp/ja/i/jn0zP,https://find47.jp/en/i/jn0zP,https://find47.jp/ja/i/jn0zP/image_file,https://find47.jp/ja/i/jn0zP/image_file?type=thumb,桜えびの天日干し作業,Sun drying of Sakura shrimp Shizuoka,22,静岡県,Shizuoka,AyaKatase,AyaKatase,https://app.find47.jp/ja/u/XDGY6,https://app.find47.jp/en/u/XDGY6,https://creativecommons.org/licenses/by/4.0/,,805,4692,E91392782472996217,Canon Canon EOS 7D Mark II,2016-04-26 07:06:53 +0900,100,1/250,0,9.0,EF24-70mm f/4L IS USM,Auto,
220,YL2IA,https://find47.jp/ja/i/YL2IA,https://find47.jp/en/i/YL2IA,https://find47.jp/ja/i/YL2IA/image_file,https://find47.jp/ja/i/YL2IA/image_file?type=thumb,駿河湾の桜えび,Sakura shrimp of Surge-Bay Shizuoka,22,静岡県,Shizuoka,AyaKatase,AyaKatase,https://app.find47.jp/ja/u/XDGY6,https://app.find47.jp/en/u/XDGY6,https://creativecommons.org/licenses/by/4.0/,,578,3906,E91392748844661565,Canon Canon EOS 7D Mark II,2016-05-13 22:05:21 +0900,2000,1/125,+1/3,7.1,EF100mm f/2.8L Macro IS USM,Manual,
391,wxEMH,https://find47.jp/ja/i/wxEMH,https://find47.jp/en/i/wxEMH,https://find47.jp/ja/i/wxEMH/image_file,https://find47.jp/ja/i/wxEMH/image_file?type=thumb,中田島砂丘の風紋,Sand Dunes at Nakatajima Shizuoka,22,静岡県,Shizuoka,SUN,SUN,https://app.find47.jp/ja/u/mnM9Z,https://app.find47.jp/en/u/mnM9Z,https://creativecommons.org/licenses/by/4.0/,potw,1577,2533,E91383395973113399,NIKON CORPORATION NIKON D750,2015-11-28 14:41:36 +0900,100,1/320,0,11.0,,Auto1,14 mm
410,VFfxB,https://find47.jp/ja/i/VFfxB,https://find47.jp/en/i/VFfxB,https://find47.jp/ja/i/VFfxB/image_file,https://find47.jp/ja/i/VFfxB/image_file?type=thumb,ダイヤモンド富士,Diamond Fuji Shizuoka,22,静岡県,Shizuoka,Tatsuya0530,Tatsuya0530,https://app.find47.jp/ja/u/LQQcp,https://app.find47.jp/en/u/LQQcp,https://creativecommons.org/licenses/by/4.0/,potw,1172,4149,E91395413323439682,SONY SLT-A33,2014-01-29 07:49:58 +0900,100,1/3200,-0.7,10.0,DT 35mm F1.8 SAM,Daylight,52 mm
441,jrXzC,https://find47.jp/ja/i/jrXzC,https://find47.jp/en/i/jrXzC,https://find47.jp/ja/i/jrXzC/image_file,https://find47.jp/ja/i/jrXzC/image_file?type=thumb,河津川ほとりの桜,kawaduriver Shizuoka,22,静岡県,Shizuoka,Takao-Mii,Takao-Mii,https://app.find47.jp/ja/u/COOaq,https://app.find47.jp/en/u/COOaq,https://creativecommons.org/licenses/by/4.0/,,441,2955,E91392539175647655,NIKON CORPORATION NIKON 1 J5,2016-02-20 11:02:28 +0900,250,1/200,+4/3,4.5,1 NIKKOR VR 30-110mm f/3.8-5.6,Manual,94 mm
515,ddIxg,https://find47.jp/ja/i/ddIxg,https://find47.jp/en/i/ddIxg,https://find47.jp/ja/i/ddIxg/image_file,https://find47.jp/ja/i/ddIxg/image_file?type=thumb,富士スピードウェイ,Fuji International Speedway Shizuoka,22,静岡県,Shizuoka,Hiroki_Hieda,Hiroki_Hieda,https://app.find47.jp/ja/u/yqg2v,https://app.find47.jp/en/u/yqg2v,https://creativecommons.org/licenses/by/4.0/,,124,2855,E91395293416244224,Panasonic DMC-GH4,2018-04-22 15:34:54 +0900,200,1/100,0,16.0,LEICA D VARIO-ELMAR 14-150mm,Auto,28 mm
527,LMZ3J,https://find47.jp/ja/i/LMZ3J,https://find47.jp/en/i/LMZ3J,https://find47.jp/ja/i/LMZ3J/image_file,https://find47.jp/ja/i/LMZ3J/image_file?type=thumb,伊豆下田多々戸浜,Izu shimoda Tatado Beach Shizuoka,22,静岡県,Shizuoka,tmano,tmano,https://app.find47.jp/ja/u/OMibF,https://app.find47.jp/en/u/OMibF,https://creativecommons.org/licenses/by/4.0/,,235,1427,E91392294776772952,,,,,,,,,
870,hoatw,https://find47.jp/ja/i/hoatw,https://find47.jp/en/i/hoatw,https://find47.jp/ja/i/hoatw/image_file,https://find47.jp/ja/i/hoatw/image_file?type=thumb,ウインドサーフィン,windsurfing Shizuoka,22,静岡県,Shizuoka,omaezakicity,omaezakicity,https://app.find47.jp/ja/u/GBLwC,https://app.find47.jp/en/u/GBLwC,https://creativecommons.org/licenses/by/4.0/,,180,2259,E91391268454845835,NIKON CORPORATION NIKON D700,2011-01-08 15:55:57 +0900,800,1/2000,-1/3,10.0,,Sunny,400 mm
874,dEKsV,https://find47.jp/ja/i/dEKsV,https://find47.jp/en/i/dEKsV,https://find47.jp/ja/i/dEKsV/image_file,https://find47.jp/ja/i/dEKsV/image_file?type=thumb,アカウミガメ,loggerhead Shizuoka,22,静岡県,Shizuoka,omaezakicity,omaezakicity,https://app.find47.jp/ja/u/GBLwC,https://app.find47.jp/en/u/GBLwC,https://creativecommons.org/licenses/by/4.0/,,235,2133,E91391268891696357,Canon Canon EOS 5D,2010-08-30 17:56:07 +0900,400,1/200,0,7.1,EF24-105mm f/4L IS USM,Auto,
875,hgzCr,https://find47.jp/ja/i/hgzCr,https://find47.jp/en/i/hgzCr,https://find47.jp/ja/i/hgzCr/image_file,https://find47.jp/ja/i/hgzCr/image_file?type=thumb,カツオの水揚げ,the bonito's landing Shizuoka,22,静岡県,Shizuoka,omaezakicity,omaezakicity,https://app.find47.jp/ja/u/GBLwC,https://app.find47.jp/en/u/GBLwC,https://creativecommons.org/licenses/by/4.0/,,268,2295,E91391292115544381,Canon Canon EOS 5D,2010-05-30 06:59:10 +0900,1000,1/125,0,7.1,EF24-105mm f/4L IS USM,Auto,
877,MP02l,https://find47.jp/ja/i/MP02l,https://find47.jp/en/i/MP02l,https://find47.jp/ja/i/MP02l/image_file,https://find47.jp/ja/i/MP02l/image_file?type=thumb,御前崎港と富士山,omaezaki port and mt.fuji Shizuoka,22,静岡県,Shizuoka,omaezakicity,omaezakicity,https://app.find47.jp/ja/u/GBLwC,https://app.find47.jp/en/u/GBLwC,https://creativecommons.org/licenses/by/4.0/,,269,1224,E91391292149233834,Canon Canon EOS 5D,2009-08-28 04:55:09 +0900,800,1/4,+1/3,4.0,EF24-105mm f/4L IS USM,Auto,
