id,code,url,url_en,url_image,url_thumb,title,title_en,pref_code,pref,pref_en,author,author_en,authorurl,authorurl_en,license,award,count_view,count_download,Geo3x3,camera,date_shot,iso,exposure_time,exposure_bias,lens_f,lens,whiteblance,focus_length
101,cQQMQ,https://find47.jp/ja/i/cQQMQ,https://find47.jp/en/i/cQQMQ,https://find47.jp/ja/i/cQQMQ/image_file,https://find47.jp/ja/i/cQQMQ/image_file?type=thumb,平久保崎,Cape Hirakubosaki Okinawa,47,沖縄県,Okinawa,石垣市,Ishigaki City,,,https://creativecommons.org/licenses/by/4.0/,,1936,2849,E67726925496666395,,,,,,,,,
102,fh5bP,https://find47.jp/ja/i/fh5bP,https://find47.jp/en/i/fh5bP,https://find47.jp/ja/i/fh5bP/image_file,https://find47.jp/ja/i/fh5bP/image_file?type=thumb,名蔵湾,Nagura Bay Okinawa,47,沖縄県,Okinawa,石垣市,Ishigaki City,,,https://creativecommons.org/licenses/by/4.0/,,1218,3899,E67726562414445941,,,,,,,,,
634,Rtgbj,https://find47.jp/ja/i/Rtgbj,https://find47.jp/en/i/Rtgbj,https://find47.jp/ja/i/Rtgbj/image_file,https://find47.jp/ja/i/Rtgbj/image_file?type=thumb,琉球いざよい,Silvery Full Moon of Ryukyu Okinawa,47,沖縄県,Okinawa,EIICHI,EIICHI,https://app.find47.jp/ja/u/rSM3B,https://app.find47.jp/en/u/rSM3B,https://creativecommons.org/licenses/by/4.0/,,396,2741,E67842855445369842,Canon Canon EOS 6D,2017-08-09 21:27:12 +0900,200,5,0,4.0,EF24-105mm f/4L IS USM,Auto,
671,MbAnq,https://find47.jp/ja/i/MbAnq,https://find47.jp/en/i/MbAnq,https://find47.jp/ja/i/MbAnq/image_file,https://find47.jp/ja/i/MbAnq/image_file?type=thumb,与那国島　東埼展望台,Yonaguni-jima Okinawa,47,沖縄県,Okinawa,Tgb,Tgb,https://app.find47.jp/ja/u/wZgam,https://app.find47.jp/en/u/wZgam,https://creativecommons.org/licenses/by/4.0/,,324,1524,E67725449353237593,SONY DSC-TX30,2014-10-16 14:12:51 +0900,80,1/500,0,5.0,,Auto,
697,3OVON,https://find47.jp/ja/i/3OVON,https://find47.jp/en/i/3OVON,https://find47.jp/ja/i/3OVON/image_file,https://find47.jp/ja/i/3OVON/image_file?type=thumb,潮崎町,Blue and green Okinawa,47,沖縄県,Okinawa,yoshikazu,yoshikazu,https://app.find47.jp/ja/u/4rA4w,https://app.find47.jp/en/u/4rA4w,https://creativecommons.org/licenses/by/4.0/,,393,1354,E67842817468942958,ZTE ZTE B2016,2017-08-13 09:57:05 +0900,100,1/911,,2.2,,Auto,0 mm
715,oT9gE,https://find47.jp/ja/i/oT9gE,https://find47.jp/en/i/oT9gE,https://find47.jp/ja/i/oT9gE/image_file,https://find47.jp/ja/i/oT9gE/image_file?type=thumb,石垣島　米浜海岸,Ishigaki-jima Okinawa,47,沖縄県,Okinawa,Tgb,Tgb,https://app.find47.jp/ja/u/wZgam,https://app.find47.jp/en/u/wZgam,https://creativecommons.org/licenses/by/4.0/,,301,1369,E67726566853917882,SONY DSC-TX30,2015-10-13 11:46:27 +0900,80,1/500,0,3.5,,Auto,
1546,CAtZ9,https://find47.jp/ja/i/CAtZ9,https://find47.jp/en/i/CAtZ9,https://find47.jp/ja/i/CAtZ9/image_file,https://find47.jp/ja/i/CAtZ9/image_file?type=thumb,黄昏時, Twilight Okinawa,47,沖縄県,Okinawa,YumiNanya,YumiNanya,https://app.find47.jp/ja/u/MrIqh,https://app.find47.jp/en/u/MrIqh,https://creativecommons.org/licenses/by/4.0/,,361,1916,E67735787588847614,Canon Canon EOS 5D Mark III,2018-05-12 19:12:07 +0900,100,1/400,0,5.6,EF24-105mm f/4L IS USM,Auto,
2452,qCFqX,https://find47.jp/ja/i/qCFqX,https://find47.jp/en/i/qCFqX,https://find47.jp/ja/i/qCFqX/image_file,https://find47.jp/ja/i/qCFqX/image_file?type=thumb,首里城公園　瑞泉門,Syuri-castle park zuisen-mon Okinawa,47,沖縄県,Okinawa,Hiroki_Hieda,Hiroki_Hieda,https://app.find47.jp/ja/u/yqg2v,https://app.find47.jp/en/u/yqg2v,https://creativecommons.org/licenses/by/4.0/,,183,870,E67842873218788285,OLYMPUS CORPORATION PEN-F,2020-06-24 08:34:31 +0900,200,1/200,0,7.1,OLYMPUS M.12mm F2.0 Ltd Blk,Manual,24 mm
2463,YzxDo,https://find47.jp/ja/i/YzxDo,https://find47.jp/en/i/YzxDo,https://find47.jp/ja/i/YzxDo/image_file,https://find47.jp/ja/i/YzxDo/image_file?type=thumb,沖縄　西表島のマングローブ林,Okinawa　Iriomotejima　 Mangrove forest Okinawa,47,沖縄県,Okinawa,T-KIMURA,T-KIMURA,https://app.find47.jp/ja/u/ugvpk,https://app.find47.jp/en/u/ugvpk,https://creativecommons.org/licenses/by/4.0/,,59,749,E67726422189795138,Canon Canon EOS 7D,2015-04-20 10:08:09 +0900,800,1/250,0,11.0,EF-S17-85mm f/4-5.6 IS USM,Auto,
2465,dM0IF,https://find47.jp/ja/i/dM0IF,https://find47.jp/en/i/dM0IF,https://find47.jp/ja/i/dM0IF/image_file,https://find47.jp/ja/i/dM0IF/image_file?type=thumb,沖縄　西表島の古木、サキシマスオウの根幹,Okinawa　Big tree in Iriomotejima  Okinawa,47,沖縄県,Okinawa,T-KIMURA,T-KIMURA,https://app.find47.jp/ja/u/ugvpk,https://app.find47.jp/en/u/ugvpk,https://creativecommons.org/licenses/by/4.0/,potw,106,796,E67726422189795138,Canon Canon EOS 7D,2015-04-20 10:28:52 +0900,800,1/100,0,7.1,EF-S17-85mm f/4-5.6 IS USM,Auto,
